--------------------
BDMEP - INMET
--------------------
Estação           : BRASILIA - DF (OMM: 83377)
Latitude  (graus) : -15.78
Longitude (graus) : -47.92
Altitude  (metros): 1159.54
Estação Operante
Inicio de operação: 12/09/1961
Periodo solicitado dos dados: 01/01/2010 a 31/12/2016
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por , (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao,Data,Hora,Precipitacao,TempMaxima,TempMinima,Insolacao,Temp Comp Media,Umidade Relativa Media,Velocidade do Vento Media,
83377,28/11/2011,0000,NaN,24.6,NaN,2.1,19.84,88.5,1.666667,
83377,28/11/2011,1200,8.5,NaN,17.4,NaN,NaN,NaN,NaN,
83377,29/11/2011,0000,NaN,25.4,NaN,3.3,20.5,77.75,0.666667,
83377,29/11/2011,1200,20.9,NaN,17.6,NaN,NaN,NaN,NaN,
83377,30/11/2011,0000,NaN,26.7,NaN,5,21.16,82.5,3,
83377,30/11/2011,1200,1.4,NaN,17.3,NaN,NaN,NaN,NaN,
83377,01/12/2011,0000,NaN,23.7,NaN,1,19.82,84.5,1,
83377,01/12/2011,1200,28.1,NaN,17,NaN,NaN,NaN,NaN,
83377,02/12/2011,0000,NaN,25.4,NaN,2.1,20.3,84,1.333333,
83377,02/12/2011,1200,0.5,NaN,17,NaN,NaN,NaN,NaN,
83377,03/12/2011,0000,NaN,26.2,NaN,3.3,19.5,80,2,
83377,03/12/2011,1200,13.6,NaN,16.9,NaN,NaN,NaN,NaN,
83377,04/12/2011,0000,NaN,25.8,NaN,2.8,20.08,83.25,4.333333,
83377,04/12/2011,1200,23.2,NaN,17,NaN,NaN,NaN,NaN,
83377,05/12/2011,0000,NaN,26.4,NaN,2.1,21.12,68,1.666667,
83377,05/12/2011,1200,4.9,NaN,17.9,NaN,NaN,NaN,NaN,
83377,06/12/2011,0000,NaN,26.6,NaN,3.3,22.22,74,3.666667,
83377,06/12/2011,1200,1.9,NaN,18.8,NaN,NaN,NaN,NaN,
83377,07/12/2011,0000,NaN,27.9,NaN,10.6,23.34,49.75,3.666667,
83377,07/12/2011,1200,0.1,NaN,19.5,NaN,NaN,NaN,NaN,
83377,08/12/2011,0000,NaN,29.2,NaN,8.3,23.28,50,3.333333,
83377,08/12/2011,1200,0,NaN,18.6,NaN,NaN,NaN,NaN,
83377,09/12/2011,0000,NaN,29.4,NaN,7.7,23.3,61.75,1.666667,
83377,09/12/2011,1200,0,NaN,18.6,NaN,NaN,NaN,NaN,
83377,10/12/2011,0000,NaN,27.1,NaN,1.5,22.22,71,2.333333,
83377,10/12/2011,1200,0.4,NaN,19.2,NaN,NaN,NaN,NaN,
83377,11/12/2011,0000,NaN,22,NaN,0,19.7,92,3,
83377,11/12/2011,1200,8.4,NaN,18.9,NaN,NaN,NaN,NaN,
83377,12/12/2011,0000,NaN,27.7,NaN,6.7,21.5,79.5,1.333333,
83377,12/12/2011,1200,34.9,NaN,17.6,NaN,NaN,NaN,NaN,
83377,13/12/2011,0000,NaN,26.3,NaN,3.5,20.94,88.25,4,
83377,13/12/2011,1200,9.3,NaN,18.4,NaN,NaN,NaN,NaN,
83377,14/12/2011,0000,NaN,26.3,NaN,4.9,21.1,81.25,1.666667,
83377,14/12/2011,1200,5.8,NaN,18,NaN,NaN,NaN,NaN,
83377,15/12/2011,0000,NaN,25,NaN,1.8,20.5,85.5,3.666667,
83377,15/12/2011,1200,20,NaN,17.9,NaN,NaN,NaN,NaN,
83377,16/12/2011,0000,NaN,22,NaN,0,19.16,90.5,4.666667,
83377,16/12/2011,1200,8,NaN,18.2,NaN,NaN,NaN,NaN,
83377,17/12/2011,0000,NaN,25.6,NaN,3.5,20.3,85.75,3,
83377,17/12/2011,1200,10.6,NaN,18.3,NaN,NaN,NaN,NaN,
83377,18/12/2011,0000,NaN,27,NaN,4.4,21.38,77,1,
83377,18/12/2011,1200,33.9,NaN,17.8,NaN,NaN,NaN,NaN,
83377,19/12/2011,0000,NaN,23.2,NaN,0,20.06,89.75,1.333333,
83377,19/12/2011,1200,17.5,NaN,18.2,NaN,NaN,NaN,NaN,
83377,20/12/2011,0000,NaN,25.1,NaN,0.7,20.18,90,1,
83377,20/12/2011,1200,12.5,NaN,17.4,NaN,NaN,NaN,NaN,
83377,21/12/2011,0000,NaN,26.6,NaN,0.5,21.12,77.5,0.34296,
83377,21/12/2011,1200,21.8,NaN,17.8,NaN,NaN,NaN,NaN,
83377,22/12/2011,0000,NaN,20.6,NaN,0,18.3,90.25,1.333333,
83377,22/12/2011,1200,9.5,NaN,16.5,NaN,NaN,NaN,NaN,
83377,23/12/2011,0000,NaN,26.1,NaN,1.2,20.92,78.25,2.666667,
83377,23/12/2011,1200,0.5,NaN,17.3,NaN,NaN,NaN,NaN,
83377,24/12/2011,0000,NaN,27.6,NaN,7.6,21.28,76.75,4,
83377,24/12/2011,1200,12,NaN,18.3,NaN,NaN,NaN,NaN,
83377,25/12/2011,0000,NaN,28.8,NaN,9.1,22.36,65.25,2.666667,
83377,25/12/2011,1200,22.5,NaN,17,NaN,NaN,NaN,NaN,
83377,26/12/2011,0000,NaN,27.3,NaN,3.3,20.88,88,2,
83377,26/12/2011,1200,0,NaN,17,NaN,NaN,NaN,NaN,
83377,27/12/2011,0000,NaN,27.4,NaN,4.6,21.34,71.5,0,
83377,27/12/2011,1200,15.9,NaN,17,NaN,NaN,NaN,NaN,
83377,28/12/2011,0000,NaN,26,NaN,2.2,21.02,77.75,1.333333,
83377,28/12/2011,1200,0,NaN,19.3,NaN,NaN,NaN,NaN,
83377,29/12/2011,0000,NaN,26.5,NaN,2.4,21.8,72.25,4.666667,
83377,29/12/2011,1200,0,NaN,18.8,NaN,NaN,NaN,NaN,
83377,30/12/2011,0000,NaN,25.6,NaN,2.6,21.32,78.25,2.666667,
83377,30/12/2011,1200,0,NaN,18.7,NaN,NaN,NaN,NaN,
83377,31/12/2011,0000,NaN,27.2,NaN,5.5,21.68,75.25,5,
83377,31/12/2011,1200,8.7,NaN,18.7,NaN,NaN,NaN,NaN,
83377,01/01/2012,0000,NaN,25.1,NaN,3.3,20.64,85.5,5.666667,
83377,01/01/2012,1200,4.5,NaN,18.3,NaN,NaN,NaN,NaN,
83377,02/01/2012,0000,NaN,20.9,NaN,3.3,18.92,94.5,5.333333,
83377,02/01/2012,1200,14.7,NaN,18.2,NaN,NaN,NaN,NaN,
83377,03/01/2012,0000,NaN,24.2,NaN,0.7,20,89.25,2.333333,
83377,03/01/2012,1200,18.3,NaN,18,NaN,NaN,NaN,NaN,
83377,04/01/2012,0000,NaN,26,NaN,6.8,20.08,77.5,1.666667,
83377,04/01/2012,1200,7,NaN,16,NaN,NaN,NaN,NaN,
83377,05/01/2012,0000,NaN,26.6,NaN,8.6,21.44,67.75,1.666667,
83377,05/01/2012,1200,0,NaN,16.6,NaN,NaN,NaN,NaN,
83377,06/01/2012,0000,NaN,26.3,NaN,4.1,21.64,85.75,2.666667,
83377,06/01/2012,1200,0,NaN,19.3,NaN,NaN,NaN,NaN,
83377,07/01/2012,0000,NaN,22.4,NaN,0,19.4,83.75,1.666667,
83377,07/01/2012,1200,38.3,NaN,16.7,NaN,NaN,NaN,NaN,
83377,08/01/2012,0000,NaN,25,NaN,0.4,20.5,79.75,0.333333,
83377,08/01/2012,1200,16.1,NaN,16.8,NaN,NaN,NaN,NaN,
83377,09/01/2012,0000,NaN,21.1,NaN,0,17.66,94.5,1.333333,
83377,09/01/2012,1200,6.8,NaN,16.4,NaN,NaN,NaN,NaN,
83377,10/01/2012,0000,NaN,19.8,NaN,0,18.06,93.5,1.333333,
83377,10/01/2012,1200,41.8,NaN,16.3,NaN,NaN,NaN,NaN,
83377,11/01/2012,0000,NaN,22.1,NaN,0,18.96,91.75,3,
83377,11/01/2012,1200,23.6,NaN,17,NaN,NaN,NaN,NaN,
83377,12/01/2012,0000,NaN,22.5,NaN,0,19.64,84,1.666667,
83377,12/01/2012,1200,8.2,NaN,17.7,NaN,NaN,NaN,NaN,
83377,13/01/2012,0000,NaN,25.2,NaN,1,20.58,72.75,4.666667,
83377,13/01/2012,1200,1.3,NaN,17.3,NaN,NaN,NaN,NaN,
83377,14/01/2012,0000,NaN,23.4,NaN,0.1,19.46,89.75,0.333333,
83377,14/01/2012,1200,1.4,NaN,17.3,NaN,NaN,NaN,NaN,
83377,15/01/2012,0000,NaN,26,NaN,1.1,20.32,88.75,1.333333,
83377,15/01/2012,1200,9.5,NaN,18.5,NaN,NaN,NaN,NaN,
83377,16/01/2012,0000,NaN,26.2,NaN,1.4,20.38,83,1,
83377,16/01/2012,1200,21.2,NaN,16.7,NaN,NaN,NaN,NaN,
83377,17/01/2012,0000,NaN,26.4,NaN,4.9,21.42,74.5,1.333333,
83377,17/01/2012,1200,2.3,NaN,17.8,NaN,NaN,NaN,NaN,
83377,18/01/2012,0000,NaN,NaN,NaN,1.8,18.44,88.25,1,
83377,18/01/2012,1200,9.8,NaN,16.2,NaN,NaN,NaN,NaN,
83377,19/01/2012,0000,NaN,25.1,NaN,3,19.58,78,2.333333,
83377,19/01/2012,1200,20,NaN,16.2,NaN,NaN,NaN,NaN,
83377,20/01/2012,0000,NaN,24.2,NaN,0,20.12,82,0,
83377,20/01/2012,1200,5.7,NaN,16,NaN,NaN,NaN,NaN,
83377,21/01/2012,0000,NaN,26.4,NaN,8,22,68.75,2,
83377,21/01/2012,1200,0,NaN,18.5,NaN,NaN,NaN,NaN,
83377,22/01/2012,0000,NaN,28.4,NaN,8.1,22,71.5,2.333333,
83377,22/01/2012,1200,0,NaN,18.2,NaN,NaN,NaN,NaN,
83377,23/01/2012,0000,NaN,27.8,NaN,6.5,21.4,73.5,1.333333,
83377,23/01/2012,1200,0.2,NaN,17,NaN,NaN,NaN,NaN,
83377,24/01/2012,0000,NaN,26.6,NaN,4.3,21.48,73.25,2.666667,
83377,24/01/2012,1200,0.5,NaN,17.2,NaN,NaN,NaN,NaN,
83377,25/01/2012,0000,NaN,27.4,NaN,5.3,20.92,79.25,3.333333,
83377,25/01/2012,1200,1,NaN,18,NaN,NaN,NaN,NaN,
83377,26/01/2012,0000,NaN,27.8,NaN,6.7,21.94,71.5,0.333333,
83377,26/01/2012,1200,5.2,NaN,16.9,NaN,NaN,NaN,NaN,
83377,27/01/2012,0000,NaN,28,NaN,8.1,21.68,63.5,2.333333,
83377,27/01/2012,1200,1.5,NaN,16.4,NaN,NaN,NaN,NaN,
83377,28/01/2012,0000,NaN,26.1,NaN,0.5,21.78,74,0,
83377,28/01/2012,1200,0,NaN,18,NaN,NaN,NaN,NaN,
83377,29/01/2012,0000,NaN,28.3,NaN,5.2,22.18,79.75,0.666667,
83377,29/01/2012,1200,0,NaN,17.8,NaN,NaN,NaN,NaN,
83377,30/01/2012,0000,NaN,28.4,NaN,5.2,21.92,72.5,2,
83377,30/01/2012,1200,10.2,NaN,17.4,NaN,NaN,NaN,NaN,
83377,31/01/2012,0000,NaN,27.8,NaN,6.4,22.1,69.5,2,
83377,31/01/2012,1200,0.8,NaN,18.2,NaN,NaN,NaN,NaN,
83377,01/02/2012,0000,NaN,26.2,NaN,3.8,19.98,82,4.666667,
83377,01/02/2012,1200,7,NaN,16.8,NaN,NaN,NaN,NaN,
83377,02/02/2012,0000,NaN,25,NaN,1.8,19.5,87.25,3.666667,
83377,02/02/2012,1200,0.6,NaN,17.4,NaN,NaN,NaN,NaN,
83377,03/02/2012,0000,NaN,26.3,NaN,7.8,21.28,69.25,4.333333,
83377,03/02/2012,1200,2.3,NaN,17.7,NaN,NaN,NaN,NaN,
83377,04/02/2012,0000,NaN,26.9,NaN,11.2,21.54,56.75,3.666667,
83377,04/02/2012,1200,0,NaN,16.8,NaN,NaN,NaN,NaN,
83377,05/02/2012,0000,NaN,27.1,NaN,10.3,21.64,59.5,4,
83377,05/02/2012,1200,0,NaN,16,NaN,NaN,NaN,NaN,
83377,06/02/2012,0000,NaN,28.4,NaN,10.5,23.62,52.5,4,
83377,06/02/2012,1200,0,NaN,20,NaN,NaN,NaN,NaN,
83377,07/02/2012,0000,NaN,29.2,NaN,8.4,22.98,59.75,2.333333,
83377,07/02/2012,1200,0,NaN,18.4,NaN,NaN,NaN,NaN,
83377,08/02/2012,0000,NaN,30.6,NaN,8.2,23.28,57.75,2,
83377,08/02/2012,1200,0,NaN,17.3,NaN,NaN,NaN,NaN,
83377,09/02/2012,0000,NaN,29.6,NaN,7.1,22.34,72.25,1.333333,
83377,09/02/2012,1200,0,NaN,18.8,NaN,NaN,NaN,NaN,
83377,10/02/2012,0000,NaN,25.2,NaN,3.5,20.86,84.25,0,
83377,10/02/2012,1200,12.3,NaN,17.3,NaN,NaN,NaN,NaN,
83377,11/02/2012,0000,NaN,25,NaN,1.1,20.72,83.25,2,
83377,11/02/2012,1200,3.6,NaN,18.3,NaN,NaN,NaN,NaN,
83377,12/02/2012,0000,NaN,25.1,NaN,2.1,20.18,84.75,0.666667,
83377,12/02/2012,1200,20.5,NaN,17.8,NaN,NaN,NaN,NaN,
83377,13/02/2012,0000,NaN,21.7,NaN,0.2,19.42,86.75,2,
83377,13/02/2012,1200,15.7,NaN,17.3,NaN,NaN,NaN,NaN,
83377,14/02/2012,0000,NaN,22.9,NaN,0.6,18.54,93.25,2.666667,
83377,14/02/2012,1200,2.5,NaN,16.6,NaN,NaN,NaN,NaN,
83377,15/02/2012,0000,NaN,25.8,NaN,10.1,20.42,71.25,4,
83377,15/02/2012,1200,8.7,NaN,15.2,NaN,NaN,NaN,NaN,
83377,16/02/2012,0000,NaN,26.8,NaN,8.7,21.8,66,3.666667,
83377,16/02/2012,1200,0,NaN,17.8,NaN,NaN,NaN,NaN,
83377,17/02/2012,0000,NaN,26.7,NaN,9.4,21.58,66.25,5.333333,
83377,17/02/2012,1200,0,NaN,16.8,NaN,NaN,NaN,NaN,
83377,18/02/2012,0000,NaN,25.4,NaN,3.7,20.3,80.75,4.333333,
83377,18/02/2012,1200,0,NaN,18.6,NaN,NaN,NaN,NaN,
83377,19/02/2012,0000,NaN,26.7,NaN,6.2,21.6,74.75,2,
83377,19/02/2012,1200,18.5,NaN,17.8,NaN,NaN,NaN,NaN,
83377,20/02/2012,0000,NaN,28.3,NaN,8.1,22.36,66.75,1.333333,
83377,20/02/2012,1200,0.8,NaN,17.5,NaN,NaN,NaN,NaN,
83377,21/02/2012,0000,NaN,27.8,NaN,5.5,21.4,70.75,3.333333,
83377,21/02/2012,1200,0,NaN,18.4,NaN,NaN,NaN,NaN,
83377,22/02/2012,0000,NaN,25.6,NaN,0.1,20.52,85.5,0,
83377,22/02/2012,1200,0,NaN,17.7,NaN,NaN,NaN,NaN,
83377,23/02/2012,0000,NaN,28.2,NaN,4.2,21.5,78.25,0.333333,
83377,23/02/2012,1200,7.4,NaN,18.3,NaN,NaN,NaN,NaN,
83377,24/02/2012,0000,NaN,26,NaN,4.1,20.7,75.25,1.133333,
83377,24/02/2012,1200,7.7,NaN,17.5,NaN,NaN,NaN,NaN,
83377,25/02/2012,0000,NaN,28.4,NaN,10.3,22.7,64.25,2.666667,
83377,25/02/2012,1200,7.3,NaN,16.9,NaN,NaN,NaN,NaN,
83377,26/02/2012,0000,NaN,28.8,NaN,10.2,22.32,65.75,1.666667,
83377,26/02/2012,1200,0,NaN,17.5,NaN,NaN,NaN,NaN,
83377,27/02/2012,0000,NaN,28.4,NaN,9.4,23.38,55,1,
83377,27/02/2012,1200,0,NaN,17,NaN,NaN,NaN,NaN,
83377,28/02/2012,0000,NaN,29.8,NaN,7.4,23.1,63.75,4.333333,
83377,28/02/2012,1200,0,NaN,18.3,NaN,NaN,NaN,NaN,
83377,29/02/2012,0000,NaN,29.2,NaN,10.2,23.9,50.25,4.333333,
83377,29/02/2012,1200,0,NaN,18,NaN,NaN,NaN,NaN,
83377,01/03/2012,0000,NaN,30,NaN,10.7,24.1,47.75,2,
83377,01/03/2012,1200,0,NaN,NaN,NaN,NaN,NaN,NaN,
83377,02/03/2012,0000,NaN,29.6,NaN,9.4,24.08,43.75,0.333333,
83377,02/03/2012,1200,0,NaN,17.9,NaN,NaN,NaN,NaN,
83377,03/03/2012,0000,NaN,30.6,NaN,11,24.7,38.75,2.666667,
83377,03/03/2012,1200,0,NaN,17.6,NaN,NaN,NaN,NaN,
83377,04/03/2012,0000,NaN,29.2,NaN,10.8,23.5,43.25,3.666667,
83377,04/03/2012,1200,0,NaN,17.3,NaN,NaN,NaN,NaN,
83377,05/03/2012,0000,NaN,29.4,NaN,10.8,23.18,47.75,2.333333,
83377,05/03/2012,1200,0,NaN,17.7,NaN,NaN,NaN,NaN,
83377,06/03/2012,0000,NaN,27,NaN,2,22.02,67.25,2,
83377,06/03/2012,1200,0,NaN,18.9,NaN,NaN,NaN,NaN,
83377,07/03/2012,0000,NaN,27.4,NaN,9.7,22.5,50,4.333333,
83377,07/03/2012,1200,0,NaN,18.7,NaN,NaN,NaN,NaN,
83377,08/03/2012,0000,NaN,26.4,NaN,2.5,19.44,75.25,0.666667,
83377,08/03/2012,1200,0,NaN,16.6,NaN,NaN,NaN,NaN,
83377,09/03/2012,0000,NaN,27.7,NaN,5.5,21.2,71.5,2,
83377,09/03/2012,1200,45,NaN,16.6,NaN,NaN,NaN,NaN,
83377,10/03/2012,0000,NaN,27.3,NaN,4.6,21.34,77.5,1.333333,
83377,10/03/2012,1200,1.1,NaN,17.9,NaN,NaN,NaN,NaN,
83377,11/03/2012,0000,NaN,27.7,NaN,6.8,20.94,73,1,
83377,11/03/2012,1200,23.8,NaN,16.9,NaN,NaN,NaN,NaN,
83377,12/03/2012,0000,NaN,27.9,NaN,5.1,22.28,73.25,1.666667,
83377,12/03/2012,1200,0,NaN,17.8,NaN,NaN,NaN,NaN,
83377,13/03/2012,0000,NaN,27.5,NaN,5.2,21.8,79.75,2.333333,
83377,13/03/2012,1200,0.8,NaN,18.3,NaN,NaN,NaN,NaN,
83377,14/03/2012,0000,NaN,26,NaN,3,21.44,84,0,
83377,14/03/2012,1200,3.7,NaN,17.9,NaN,NaN,NaN,NaN,
83377,15/03/2012,0000,NaN,27,NaN,3,21.82,88.25,0,
83377,15/03/2012,1200,5,NaN,18.2,NaN,NaN,NaN,NaN,
83377,16/03/2012,0000,NaN,27.4,NaN,1.8,20.82,84,0.333333,
83377,16/03/2012,1200,3.5,NaN,17.7,NaN,NaN,NaN,NaN,
83377,17/03/2012,0000,NaN,26.4,NaN,2,21.26,76,0.666667,
83377,17/03/2012,1200,23.3,NaN,17.8,NaN,NaN,NaN,NaN,
83377,18/03/2012,0000,NaN,25.6,NaN,2.8,20.2,80,1.333333,
83377,18/03/2012,1200,0,NaN,17.9,NaN,NaN,NaN,NaN,
83377,19/03/2012,0000,NaN,23.6,NaN,1.1,19.42,92,2.333333,
83377,19/03/2012,1200,40.8,NaN,17.1,NaN,NaN,NaN,NaN,
83377,20/03/2012,0000,NaN,24.4,NaN,1.1,19.76,92,2,
83377,20/03/2012,1200,14.3,NaN,18,NaN,NaN,NaN,NaN,
83377,21/03/2012,0000,NaN,26,NaN,2.6,20.54,89.25,1.333333,
83377,21/03/2012,1200,16,NaN,16.8,NaN,NaN,NaN,NaN,
83377,22/03/2012,0000,NaN,28.6,NaN,8.2,22.58,68,2,
83377,22/03/2012,1200,4.2,NaN,18.3,NaN,NaN,NaN,NaN,
83377,23/03/2012,0000,NaN,24.9,NaN,1,20.96,85.5,1,
83377,23/03/2012,1200,0.8,NaN,18.6,NaN,NaN,NaN,NaN,
83377,24/03/2012,0000,NaN,28.4,NaN,8.7,22.42,67.5,0.666667,
83377,24/03/2012,1200,4.7,NaN,16.9,NaN,NaN,NaN,NaN,
83377,25/03/2012,0000,NaN,29.3,NaN,6.3,22.46,80.75,0.666667,
83377,25/03/2012,1200,0,NaN,17.3,NaN,NaN,NaN,NaN,
83377,26/03/2012,0000,NaN,28.4,NaN,6.1,22.1,85.25,3,
83377,26/03/2012,1200,1.8,NaN,19.2,NaN,NaN,NaN,NaN,
83377,27/03/2012,0000,NaN,28,NaN,9.3,22.52,56,3,
83377,27/03/2012,1200,8.1,NaN,17.5,NaN,NaN,NaN,NaN,
83377,28/03/2012,0000,NaN,28.6,NaN,10,22.04,59.25,0.333333,
83377,28/03/2012,1200,0,NaN,16.1,NaN,NaN,NaN,NaN,
83377,29/03/2012,0000,NaN,28.8,NaN,8.8,23.28,58.25,3,
83377,29/03/2012,1200,0,NaN,18.6,NaN,NaN,NaN,NaN,
83377,30/03/2012,0000,NaN,28.8,NaN,10.1,23.28,60.5,2,
83377,30/03/2012,1200,0,NaN,18.4,NaN,NaN,NaN,NaN,
83377,31/03/2012,0000,NaN,28,NaN,7.5,21.8,71.75,5.666667,
83377,31/03/2012,1200,0,NaN,18.6,NaN,NaN,NaN,NaN,
83377,01/04/2012,0000,NaN,27.4,NaN,6.5,21.42,75.75,3,
83377,01/04/2012,1200,0,NaN,18.2,NaN,NaN,NaN,NaN,
83377,02/04/2012,0000,NaN,27.4,NaN,3.1,22.28,76.25,3.666667,
83377,02/04/2012,1200,0.3,NaN,17.8,NaN,NaN,NaN,NaN,
83377,03/04/2012,0000,NaN,26.5,NaN,3.4,20.58,81.25,2,
83377,03/04/2012,1200,0.4,NaN,18,NaN,NaN,NaN,NaN,
83377,04/04/2012,0000,NaN,28,NaN,8.6,22.54,66.5,2.333333,
83377,04/04/2012,1200,62.9,NaN,17.3,NaN,NaN,NaN,NaN,
83377,05/04/2012,0000,NaN,29.5,NaN,9.2,22.92,61,1.666667,
83377,05/04/2012,1200,0,NaN,17.1,NaN,NaN,NaN,NaN,
83377,06/04/2012,0000,NaN,30,NaN,9.4,24.1,58.75,0,
83377,06/04/2012,1200,0,NaN,18.8,NaN,NaN,NaN,NaN,
83377,07/04/2012,0000,NaN,28.3,NaN,5.7,22.8,65,1.333333,
83377,07/04/2012,1200,0,NaN,18.7,NaN,NaN,NaN,NaN,
83377,08/04/2012,0000,NaN,26,NaN,5.3,20.88,81.25,2.333333,
83377,08/04/2012,1200,5.5,NaN,17.8,NaN,NaN,NaN,NaN,
83377,09/04/2012,0000,NaN,24.8,NaN,3.4,20.6,85.25,1.666667,
83377,09/04/2012,1200,0,NaN,19,NaN,NaN,NaN,NaN,
83377,10/04/2012,0000,NaN,26,NaN,5.8,21.1,78.5,3.333333,
83377,10/04/2012,1200,17,NaN,17.5,NaN,NaN,NaN,NaN,
83377,11/04/2012,0000,NaN,27.6,NaN,9.7,22.46,66.75,3.666667,
83377,11/04/2012,1200,0,NaN,18.6,NaN,NaN,NaN,NaN,
83377,12/04/2012,0000,NaN,26.4,NaN,10.1,21.98,61.75,3.333333,
83377,12/04/2012,1200,0,NaN,18.3,NaN,NaN,NaN,NaN,
83377,13/04/2012,0000,NaN,27.5,NaN,7.5,22.82,59.25,1,
83377,13/04/2012,1200,0,NaN,18.8,NaN,NaN,NaN,NaN,
83377,14/04/2012,0000,NaN,27.9,NaN,8.3,22.62,63.5,0.666667,
83377,14/04/2012,1200,0,NaN,17,NaN,NaN,NaN,NaN,
83377,15/04/2012,0000,NaN,28.3,NaN,4.2,22.56,75.5,0.333333,
83377,15/04/2012,1200,2.3,NaN,19.3,NaN,NaN,NaN,NaN,
83377,16/04/2012,0000,NaN,29.5,NaN,8.6,23.06,69,0.333333,
83377,16/04/2012,1200,0,NaN,18.7,NaN,NaN,NaN,NaN,
83377,17/04/2012,0000,NaN,28.4,NaN,6.3,22.24,75.5,1,
83377,17/04/2012,1200,0,NaN,19.3,NaN,NaN,NaN,NaN,
83377,18/04/2012,0000,NaN,27.5,NaN,7.9,22.68,71.75,2,
83377,18/04/2012,1200,12.2,NaN,19.5,NaN,NaN,NaN,NaN,
83377,19/04/2012,0000,NaN,26.8,NaN,9.9,21.88,61.5,2,
83377,19/04/2012,1200,0,NaN,18.7,NaN,NaN,NaN,NaN,
83377,20/04/2012,0000,NaN,27,NaN,10,21.54,53,2.666667,
83377,20/04/2012,1200,0,NaN,16.1,NaN,NaN,NaN,NaN,
83377,21/04/2012,0000,NaN,29.2,NaN,10.4,22.04,53.5,1.666667,
83377,21/04/2012,1200,0,NaN,15.5,NaN,NaN,NaN,NaN,
83377,22/04/2012,0000,NaN,29.4,NaN,8.6,22.68,63.25,2,
83377,22/04/2012,1200,0,NaN,17.3,NaN,NaN,NaN,NaN,
83377,23/04/2012,0000,NaN,28.1,NaN,5.8,22.24,77,0.333333,
83377,23/04/2012,1200,0,NaN,18,NaN,NaN,NaN,NaN,
83377,24/04/2012,0000,NaN,27.1,NaN,5,21.4,77,2,
83377,24/04/2012,1200,2.4,NaN,17.9,NaN,NaN,NaN,NaN,
83377,25/04/2012,0000,NaN,25.9,NaN,0.5,21.3,87.25,1,
83377,25/04/2012,1200,0,NaN,18.8,NaN,NaN,NaN,NaN,
83377,26/04/2012,0000,NaN,28.8,NaN,5.8,22.8,72,1.333333,
83377,26/04/2012,1200,18.3,NaN,19.4,NaN,NaN,NaN,NaN,
83377,27/04/2012,0000,NaN,28.5,NaN,6.9,23.24,73,2.333333,
83377,27/04/2012,1200,0,NaN,20.4,NaN,NaN,NaN,NaN,
83377,28/04/2012,0000,NaN,28.6,NaN,6.4,23.14,73,2,
83377,28/04/2012,1200,0,NaN,19.5,NaN,NaN,NaN,NaN,
83377,29/04/2012,0000,NaN,29.4,NaN,NaN,22.82,61.25,1.333333,
83377,29/04/2012,1200,0,NaN,17.8,NaN,NaN,NaN,NaN,
83377,30/04/2012,0000,NaN,29.2,NaN,7.9,22.48,66.75,2.333333,
83377,30/04/2012,1200,0,NaN,17.9,NaN,NaN,NaN,NaN,
83377,01/05/2012,0000,NaN,26,NaN,5.1,20,78,1.333333,
83377,01/05/2012,1200,0,NaN,16.7,NaN,NaN,NaN,NaN,
83377,02/05/2012,0000,NaN,26.9,NaN,8.8,20.44,64.25,1.333333,
83377,02/05/2012,1200,0,NaN,14.4,NaN,NaN,NaN,NaN,
83377,03/05/2012,0000,NaN,25.7,NaN,8,20.42,69,5,
83377,03/05/2012,1200,0,NaN,17,NaN,NaN,NaN,NaN,
83377,04/05/2012,0000,NaN,24.6,NaN,6.7,19.74,64.5,5,
83377,04/05/2012,1200,0,NaN,16.6,NaN,NaN,NaN,NaN,
83377,05/05/2012,0000,NaN,25,NaN,6.5,19.9,63.5,4.666667,
83377,05/05/2012,1200,0,NaN,16.2,NaN,NaN,NaN,NaN,
83377,06/05/2012,0000,NaN,25.3,NaN,7.7,19.88,59.25,2.666667,
83377,06/05/2012,1200,0,NaN,15.6,NaN,NaN,NaN,NaN,
83377,07/05/2012,0000,NaN,25.2,NaN,7.8,19.52,61.5,2.666667,
83377,07/05/2012,1200,0,NaN,13.4,NaN,NaN,NaN,NaN,
83377,08/05/2012,0000,NaN,24.4,NaN,6,19.1,69.25,1.666667,
83377,08/05/2012,1200,0,NaN,15.8,NaN,NaN,NaN,NaN,
83377,09/05/2012,0000,NaN,25.4,NaN,8.3,19.48,63,1.333333,
83377,09/05/2012,1200,0,NaN,14.1,NaN,NaN,NaN,NaN,
83377,10/05/2012,0000,NaN,27.4,NaN,8.2,20.92,66.25,2,
83377,10/05/2012,1200,0,NaN,16.8,NaN,NaN,NaN,NaN,
83377,11/05/2012,0000,NaN,27.3,NaN,6.1,21.5,62,1.333333,
83377,11/05/2012,1200,0,NaN,16.1,NaN,NaN,NaN,NaN,
83377,12/05/2012,0000,NaN,29.3,NaN,8.9,20.8,67,3,
83377,12/05/2012,1200,1,NaN,15.4,NaN,NaN,NaN,NaN,
83377,13/05/2012,0000,NaN,25.2,NaN,1.3,20.08,75.25,1.333333,
