--------------------
BDMEP - INMET
--------------------
Estação           : BRASILIA - DF (OMM: 83377)
Latitude  (graus) : -15.78
Longitude (graus) : -47.92
Altitude  (metros): 1159.54
Estação Operante
Inicio de operação: 12/09/1961
Periodo solicitado dos dados: 01/01/2010 a 31/12/2016
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por , (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao,Data,Hora,Precipitacao,TempMaxima,TempMinima,Insolacao,Temp Comp Media,Umidade Relativa Media,Velocidade do Vento Media,
83377,01/01/2010,0000,NaN,25.9,NaN,1.7,20.28,89,2,
83377,01/01/2010,1200,7.4,NaN,18,NaN,NaN,NaN,NaN,
83377,02/01/2010,0000,NaN,26.4,NaN,8.3,21.28,75.75,4.666667,
83377,02/01/2010,1200,12.9,NaN,17.5,NaN,NaN,NaN,NaN,
83377,03/01/2010,0000,NaN,28,NaN,11.2,23.3,61,4.333333,
83377,03/01/2010,1200,0,NaN,18.4,NaN,NaN,NaN,NaN,
83377,04/01/2010,0000,NaN,29,NaN,9.9,24.1,57.25,2,
83377,04/01/2010,1200,0,NaN,19.7,NaN,NaN,NaN,NaN,
83377,05/01/2010,0000,NaN,29.5,NaN,11.4,23.98,58,1,
83377,05/01/2010,1200,0,NaN,18.5,NaN,NaN,NaN,NaN,
83377,06/01/2010,0000,NaN,28.2,NaN,4.9,22.08,83.75,2,
83377,06/01/2010,1200,0,NaN,19.1,NaN,NaN,NaN,NaN,
83377,07/01/2010,0000,NaN,26.4,NaN,1.9,21.3,88.25,1,
83377,07/01/2010,1200,11.4,NaN,18.8,NaN,NaN,NaN,NaN,
83377,08/01/2010,0000,NaN,25.4,NaN,3.9,20.36,81.5,2.666667,
83377,08/01/2010,1200,16.2,NaN,17.2,NaN,NaN,NaN,NaN,
83377,09/01/2010,0000,NaN,28.4,NaN,11.5,22.6,64.75,2,
83377,09/01/2010,1200,0.1,NaN,17,NaN,NaN,NaN,NaN,
83377,10/01/2010,0000,NaN,29,NaN,10.2,24.06,58.75,2.666667,
83377,10/01/2010,1200,0,NaN,18.3,NaN,NaN,NaN,NaN,
83377,11/01/2010,0000,NaN,29.3,NaN,7.2,23.28,65.75,2,
83377,11/01/2010,1200,0,NaN,19.1,NaN,NaN,NaN,NaN,
83377,12/01/2010,0000,NaN,27.4,NaN,7.7,21.78,80,1.666667,
83377,12/01/2010,1200,0,NaN,17.5,NaN,NaN,NaN,NaN,
83377,13/01/2010,0000,NaN,25,NaN,3.3,21.36,85,0,
83377,13/01/2010,1200,22.4,NaN,18.3,NaN,NaN,NaN,NaN,
83377,14/01/2010,0000,NaN,27,NaN,6.8,22.24,76.5,1.666667,
83377,14/01/2010,1200,7.6,NaN,18.2,NaN,NaN,NaN,NaN,
83377,15/01/2010,0000,NaN,28.2,NaN,3.6,22.32,77,1,
83377,15/01/2010,1200,14,NaN,17.3,NaN,NaN,NaN,NaN,
83377,16/01/2010,0000,NaN,27.6,NaN,6.1,23.38,78,0.333333,
83377,16/01/2010,1200,0,NaN,18.6,NaN,NaN,NaN,NaN,
83377,17/01/2010,0000,NaN,28.9,NaN,10.8,23.84,58.75,4.333333,
83377,17/01/2010,1200,0.2,NaN,20.1,NaN,NaN,NaN,NaN,
83377,18/01/2010,0000,NaN,29.6,NaN,10.3,24.32,51.5,3,
83377,18/01/2010,1200,0,NaN,18.9,NaN,NaN,NaN,NaN,
83377,19/01/2010,0000,NaN,29.2,NaN,11.6,23.18,45.5,2,
83377,19/01/2010,1200,0,NaN,17.2,NaN,NaN,NaN,NaN,
83377,20/01/2010,0000,NaN,29.4,NaN,9,23.42,57.5,2,
83377,20/01/2010,1200,0,NaN,17.7,NaN,NaN,NaN,NaN,
83377,21/01/2010,0000,NaN,28.5,NaN,3.5,21.7,70,1,
83377,21/01/2010,1200,6.8,NaN,18.2,NaN,NaN,NaN,NaN,
83377,22/01/2010,0000,NaN,27.4,NaN,3.3,21.74,78.75,0.333333,
83377,22/01/2010,1200,0,NaN,18.4,NaN,NaN,NaN,NaN,
83377,23/01/2010,0000,NaN,24.4,NaN,1.8,20.34,84.75,2,
83377,23/01/2010,1200,11.9,NaN,17.4,NaN,NaN,NaN,NaN,
83377,24/01/2010,0000,NaN,26.2,NaN,5.2,22.04,73,3.333333,
83377,24/01/2010,1200,0.6,NaN,18,NaN,NaN,NaN,NaN,
83377,25/01/2010,0000,NaN,26.1,NaN,1.7,21.22,83.5,0.333333,
83377,25/01/2010,1200,0,NaN,18.6,NaN,NaN,NaN,NaN,
83377,26/01/2010,0000,NaN,25.6,NaN,2.7,21.48,83,1.333333,
83377,26/01/2010,1200,0.9,NaN,18.6,NaN,NaN,NaN,NaN,
83377,27/01/2010,0000,NaN,28,NaN,4.3,21.54,78.75,2,
83377,27/01/2010,1200,2.4,NaN,18.6,NaN,NaN,NaN,NaN,
83377,28/01/2010,0000,NaN,26.2,NaN,2.6,22.2,82.5,3.666667,
83377,28/01/2010,1200,1,NaN,19.1,NaN,NaN,NaN,NaN,
83377,29/01/2010,0000,NaN,28.6,NaN,5.4,23.08,66.25,1.666667,
83377,29/01/2010,1200,1,NaN,18.6,NaN,NaN,NaN,NaN,
83377,30/01/2010,0000,NaN,29,NaN,10.2,24.08,58.75,1.666667,
83377,30/01/2010,1200,4.2,NaN,18.9,NaN,NaN,NaN,NaN,
83377,31/01/2010,0000,NaN,27,NaN,3.6,23.24,66,3,
83377,31/01/2010,1200,0,NaN,21.1,NaN,NaN,NaN,NaN,
83377,01/02/2010,0000,NaN,29.5,NaN,10.4,24.04,56.75,4.333333,
83377,01/02/2010,1200,0,NaN,18.7,NaN,NaN,NaN,NaN,
83377,02/02/2010,0000,NaN,29.5,NaN,10.8,24.48,54.75,2.666667,
83377,02/02/2010,1200,0,NaN,19.8,NaN,NaN,NaN,NaN,
83377,03/02/2010,0000,NaN,29.5,NaN,11.1,25.1,49.25,3.333333,
83377,03/02/2010,1200,0,NaN,20.3,NaN,NaN,NaN,NaN,
83377,04/02/2010,0000,NaN,30.4,NaN,9.7,25.54,49.5,3.333333,
83377,04/02/2010,1200,0,NaN,21.6,NaN,NaN,NaN,NaN,
83377,05/02/2010,0000,NaN,29.3,NaN,10.9,23.84,56,0.666667,
83377,05/02/2010,1200,0,NaN,19.1,NaN,NaN,NaN,NaN,
83377,06/02/2010,0000,NaN,27.5,NaN,6.9,21.72,75,0.333333,
83377,06/02/2010,1200,0,NaN,18,NaN,NaN,NaN,NaN,
83377,07/02/2010,0000,NaN,26.6,NaN,1.4,20.84,78.75,0.666667,
83377,07/02/2010,1200,13.2,NaN,17.8,NaN,NaN,NaN,NaN,
83377,08/02/2010,0000,NaN,27,NaN,6.4,21,74,1,
83377,08/02/2010,1200,1.4,NaN,16.1,NaN,NaN,NaN,NaN,
83377,09/02/2010,0000,NaN,26,NaN,5.8,20.48,75.25,3.666667,
83377,09/02/2010,1200,1.1,NaN,16.8,NaN,NaN,NaN,NaN,
83377,10/02/2010,0000,NaN,27.2,NaN,7.3,21.92,72.25,0.666667,
83377,10/02/2010,1200,0.5,NaN,17.4,NaN,NaN,NaN,NaN,
83377,11/02/2010,0000,NaN,26.2,NaN,5.3,21.96,64.25,3.333333,
83377,11/02/2010,1200,0.2,NaN,17.2,NaN,NaN,NaN,NaN,
83377,12/02/2010,0000,NaN,27.9,NaN,7.3,22.42,71.25,4.333333,
83377,12/02/2010,1200,0.8,NaN,19.4,NaN,NaN,NaN,NaN,
83377,13/02/2010,0000,NaN,27.9,NaN,8.3,23.12,67.5,2.666667,
83377,13/02/2010,1200,0,NaN,20.6,NaN,NaN,NaN,NaN,
83377,14/02/2010,0000,NaN,28.9,NaN,8.3,24.04,57.5,2,
83377,14/02/2010,1200,0,NaN,19.7,NaN,NaN,NaN,NaN,
83377,15/02/2010,0000,NaN,30,NaN,10.8,24.76,52.75,2.333333,
83377,15/02/2010,1200,0,NaN,19.7,NaN,NaN,NaN,NaN,
83377,16/02/2010,0000,NaN,30.2,NaN,8.1,23.76,67.25,1.333333,
83377,16/02/2010,1200,0,NaN,19.2,NaN,NaN,NaN,NaN,
83377,17/02/2010,0000,NaN,28.9,NaN,6.2,23.1,64,2.666667,
83377,17/02/2010,1200,0.7,NaN,18.6,NaN,NaN,NaN,NaN,
83377,18/02/2010,0000,NaN,29.9,NaN,6.2,24.58,61.75,1.666667,
83377,18/02/2010,1200,0.4,NaN,20.2,NaN,NaN,NaN,NaN,
83377,19/02/2010,0000,NaN,27.8,NaN,3.8,22.44,70.5,2.333333,
83377,19/02/2010,1200,12.2,NaN,17.1,NaN,NaN,NaN,NaN,
83377,20/02/2010,0000,NaN,28.6,NaN,9.5,24.02,59.25,3.333333,
83377,20/02/2010,1200,0,NaN,20.3,NaN,NaN,NaN,NaN,
83377,21/02/2010,0000,NaN,28.4,NaN,9.8,23.52,60.5,3,
83377,21/02/2010,1200,0,NaN,19.1,NaN,NaN,NaN,NaN,
83377,22/02/2010,0000,NaN,28.7,NaN,7.1,22.66,72.75,2,
83377,22/02/2010,1200,0,NaN,18,NaN,NaN,NaN,NaN,
83377,23/02/2010,0000,NaN,29.5,NaN,8.6,23.5,69.25,0,
83377,23/02/2010,1200,0,NaN,19,NaN,NaN,NaN,NaN,
83377,24/02/2010,0000,NaN,29.8,NaN,7.1,23.64,70.25,1,
83377,24/02/2010,1200,0,NaN,19.2,NaN,NaN,NaN,NaN,
83377,25/02/2010,0000,NaN,30.1,NaN,7.4,23.96,72.25,2.333333,
83377,25/02/2010,1200,0,NaN,19.3,NaN,NaN,NaN,NaN,
83377,26/02/2010,0000,NaN,27.8,NaN,4,22.62,74.25,0.666667,
83377,26/02/2010,1200,3.9,NaN,19.3,NaN,NaN,NaN,NaN,
83377,27/02/2010,0000,NaN,25.4,NaN,0.9,22,88,0.333333,
83377,27/02/2010,1200,0,NaN,20,NaN,NaN,NaN,NaN,
83377,28/02/2010,0000,NaN,27.2,NaN,3.9,22.34,83.25,2,
83377,28/02/2010,1200,2.8,NaN,19.1,NaN,NaN,NaN,NaN,
83377,01/03/2010,0000,NaN,27.9,NaN,7.6,22.42,75,4.666667,
83377,01/03/2010,1200,0.9,NaN,18.8,NaN,NaN,NaN,NaN,
83377,02/03/2010,0000,NaN,26.8,NaN,1.9,21.9,81.75,3.666667,
83377,02/03/2010,1200,0.2,NaN,19.8,NaN,NaN,NaN,NaN,
83377,03/03/2010,0000,NaN,26.4,NaN,0.5,21.58,89.5,1.666667,
83377,03/03/2010,1200,1.5,NaN,19.2,NaN,NaN,NaN,NaN,
83377,04/03/2010,0000,NaN,24.7,NaN,0.6,21.52,90.25,0.666667,
83377,04/03/2010,1200,6.1,NaN,20,NaN,NaN,NaN,NaN,
83377,05/03/2010,0000,NaN,28.4,NaN,9,23.26,70.5,1.333333,
83377,05/03/2010,1200,23.9,NaN,18.4,NaN,NaN,NaN,NaN,
83377,06/03/2010,0000,NaN,29.7,NaN,8.7,23.06,75.75,2.333333,
83377,06/03/2010,1200,0,NaN,19.7,NaN,NaN,NaN,NaN,
83377,07/03/2010,0000,NaN,28.2,NaN,4.8,22.18,73.25,1.333333,
83377,07/03/2010,1200,18.5,NaN,17.8,NaN,NaN,NaN,NaN,
83377,08/03/2010,0000,NaN,27.4,NaN,6,22.44,77.75,3.333333,
83377,08/03/2010,1200,11.8,NaN,17.9,NaN,NaN,NaN,NaN,
83377,09/03/2010,0000,NaN,28.3,NaN,2.5,22.5,80,0,
83377,09/03/2010,1200,0,NaN,20.1,NaN,NaN,NaN,NaN,
83377,10/03/2010,0000,NaN,29.5,NaN,8.1,22.6,70.25,0,
83377,10/03/2010,1200,5.9,NaN,18.9,NaN,NaN,NaN,NaN,
83377,11/03/2010,0000,NaN,30.3,NaN,10.5,23.64,64.75,1,
83377,11/03/2010,1200,0,NaN,18.4,NaN,NaN,NaN,NaN,
83377,12/03/2010,0000,NaN,30,NaN,6.2,23.68,71,1.666667,
83377,12/03/2010,1200,0,NaN,19.7,NaN,NaN,NaN,NaN,
83377,13/03/2010,0000,NaN,30.6,NaN,8.8,24.06,64.5,1.333333,
83377,13/03/2010,1200,0,NaN,19.3,NaN,NaN,NaN,NaN,
83377,14/03/2010,0000,NaN,26.6,NaN,0.8,22.18,71.5,0.333333,
83377,14/03/2010,1200,0,NaN,19.2,NaN,NaN,NaN,NaN,
83377,15/03/2010,0000,NaN,30,NaN,10.6,24.1,58.25,0,
83377,15/03/2010,1200,0,NaN,18.5,NaN,NaN,NaN,NaN,
83377,16/03/2010,0000,NaN,29.9,NaN,7.7,22.68,71.5,3,
83377,16/03/2010,1200,0,NaN,19.2,NaN,NaN,NaN,NaN,
83377,17/03/2010,0000,NaN,28.2,NaN,8.2,22.36,63,4.666667,
83377,17/03/2010,1200,0,NaN,18,NaN,NaN,NaN,NaN,
83377,18/03/2010,0000,NaN,28.5,NaN,7.1,22.08,76.75,2.666667,
83377,18/03/2010,1200,0,NaN,19.5,NaN,NaN,NaN,NaN,
83377,19/03/2010,0000,NaN,29.2,NaN,5.5,21.28,81.5,1,
83377,19/03/2010,1200,12.2,NaN,18.7,NaN,NaN,NaN,NaN,
83377,20/03/2010,0000,NaN,27.9,NaN,8.9,22.64,74.25,1.666667,
83377,20/03/2010,1200,31.9,NaN,18.2,NaN,NaN,NaN,NaN,
83377,21/03/2010,0000,NaN,28.8,NaN,8.7,22.56,73.25,3.333333,
83377,21/03/2010,1200,40,NaN,17.6,NaN,NaN,NaN,NaN,
83377,22/03/2010,0000,NaN,27.8,NaN,7.2,22.36,77.25,3,
83377,22/03/2010,1200,0,NaN,19.3,NaN,NaN,NaN,NaN,
83377,23/03/2010,0000,NaN,26.4,NaN,3,21.72,89.5,1,
83377,23/03/2010,1200,0.3,NaN,19.1,NaN,NaN,NaN,NaN,
83377,24/03/2010,0000,NaN,27.5,NaN,5.9,22.16,81.5,0.666667,
83377,24/03/2010,1200,25.3,NaN,18.6,NaN,NaN,NaN,NaN,
83377,25/03/2010,0000,NaN,27.3,NaN,3.4,22.06,81.25,1.666667,
83377,25/03/2010,1200,1,NaN,19.6,NaN,NaN,NaN,NaN,
83377,26/03/2010,0000,NaN,27.8,NaN,9.9,22.94,69,2.333333,
83377,26/03/2010,1200,3.1,NaN,19.7,NaN,NaN,NaN,NaN,
83377,27/03/2010,0000,NaN,27.8,NaN,8.7,22.82,69.5,3,
83377,27/03/2010,1200,0,NaN,19.3,NaN,NaN,NaN,NaN,
83377,28/03/2010,0000,NaN,28.2,NaN,9,22.24,70,2,
83377,28/03/2010,1200,3,NaN,18,NaN,NaN,NaN,NaN,
83377,29/03/2010,0000,NaN,27.8,NaN,3.8,21.64,85.25,1,
83377,29/03/2010,1200,0,NaN,18.5,NaN,NaN,NaN,NaN,
83377,30/03/2010,0000,NaN,27.5,NaN,2.2,21.34,80.5,0,
83377,30/03/2010,1200,46.6,NaN,17.7,NaN,NaN,NaN,NaN,
83377,31/03/2010,0000,NaN,27,NaN,2.7,21.5,89,1,
83377,31/03/2010,1200,12.5,NaN,17.5,NaN,NaN,NaN,NaN,
83377,01/04/2010,0000,NaN,26.3,NaN,2.1,20.5,86.5,1.333333,
83377,01/04/2010,1200,6.2,NaN,18.2,NaN,NaN,NaN,NaN,
83377,02/04/2010,0000,NaN,25.4,NaN,0.9,21.08,92.75,1.333333,
83377,02/04/2010,1200,74.4,NaN,18,NaN,NaN,NaN,NaN,
83377,03/04/2010,0000,NaN,26.5,NaN,3.6,20.92,84.75,0.666667,
83377,03/04/2010,1200,8.2,NaN,17.9,NaN,NaN,NaN,NaN,
83377,04/04/2010,0000,NaN,25.5,NaN,2.2,20.8,94,0,
83377,04/04/2010,1200,43.6,NaN,18.6,NaN,NaN,NaN,NaN,
83377,05/04/2010,0000,NaN,27,NaN,2.4,22,81,0,
83377,05/04/2010,1200,55.9,NaN,18.5,NaN,NaN,NaN,NaN,
83377,06/04/2010,0000,NaN,25.7,NaN,5.5,21.7,85.5,0.666667,
83377,06/04/2010,1200,5.1,NaN,18.6,NaN,NaN,NaN,NaN,
83377,07/04/2010,0000,NaN,25.8,NaN,9.8,19.3,62,1.333333,
83377,07/04/2010,1200,45.4,NaN,16.1,NaN,NaN,NaN,NaN,
83377,08/04/2010,0000,NaN,25.9,NaN,10,19.22,63.5,0,
83377,08/04/2010,1200,0,NaN,13.6,NaN,NaN,NaN,NaN,
83377,09/04/2010,0000,NaN,25.1,NaN,9.4,18.86,59.25,1.666667,
83377,09/04/2010,1200,0,NaN,14.2,NaN,NaN,NaN,NaN,
83377,10/04/2010,0000,NaN,26,NaN,11,19.92,57.75,2.666667,
83377,10/04/2010,1200,0,NaN,13.3,NaN,NaN,NaN,NaN,
83377,11/04/2010,0000,NaN,25.5,NaN,9.4,19.8,58,3,
83377,11/04/2010,1200,0,NaN,15.4,NaN,NaN,NaN,NaN,
83377,12/04/2010,0000,NaN,24.4,NaN,10.3,18.92,60.25,4.666667,
83377,12/04/2010,1200,0,NaN,14.3,NaN,NaN,NaN,NaN,
83377,13/04/2010,0000,NaN,25.2,NaN,9.8,19.64,61.75,2.666667,
83377,13/04/2010,1200,0,NaN,14.8,NaN,NaN,NaN,NaN,
83377,14/04/2010,0000,NaN,26,NaN,7,20.12,70.75,4,
83377,14/04/2010,1200,0,NaN,16,NaN,NaN,NaN,NaN,
83377,15/04/2010,0000,NaN,26.6,NaN,8.7,21.06,67.5,2.666667,
83377,15/04/2010,1200,0,NaN,16.9,NaN,NaN,NaN,NaN,
83377,16/04/2010,0000,NaN,28.2,NaN,9.6,22.34,54,3,
83377,16/04/2010,1200,0,NaN,17.5,NaN,NaN,NaN,NaN,
83377,17/04/2010,0000,NaN,28.4,NaN,8.9,22.64,61.25,2,
83377,17/04/2010,1200,0,NaN,17.4,NaN,NaN,NaN,NaN,
83377,18/04/2010,0000,NaN,28.2,NaN,9.6,23.12,65,3.333333,
83377,18/04/2010,1200,0,NaN,19.1,NaN,NaN,NaN,NaN,
83377,19/04/2010,0000,NaN,27.9,NaN,7.5,23.2,73,0.666667,
83377,19/04/2010,1200,0,NaN,19.9,NaN,NaN,NaN,NaN,
83377,20/04/2010,0000,NaN,27.1,NaN,4.7,22.66,65,0.666667,
83377,20/04/2010,1200,0,NaN,20.1,NaN,NaN,NaN,NaN,
83377,21/04/2010,0000,NaN,28.4,NaN,9,22.72,62.25,1.333333,
83377,21/04/2010,1200,0,NaN,18.3,NaN,NaN,NaN,NaN,
83377,22/04/2010,0000,NaN,28.9,NaN,10.2,22.5,53.5,0,
83377,22/04/2010,1200,0,NaN,16,NaN,NaN,NaN,NaN,
83377,23/04/2010,0000,NaN,29.6,NaN,8.8,22.72,53.5,0.666667,
83377,23/04/2010,1200,0,NaN,16,NaN,NaN,NaN,NaN,
83377,24/04/2010,0000,NaN,29.2,NaN,9.1,23.16,54.75,2.333333,
83377,24/04/2010,1200,0,NaN,17,NaN,NaN,NaN,NaN,
83377,25/04/2010,0000,NaN,27.6,NaN,9.4,22.82,57.5,1.333333,
83377,25/04/2010,1200,0,NaN,19.8,NaN,NaN,NaN,NaN,
83377,26/04/2010,0000,NaN,28.8,NaN,9.4,22.34,58,1,
83377,26/04/2010,1200,0,NaN,17.8,NaN,NaN,NaN,NaN,
83377,27/04/2010,0000,NaN,28.9,NaN,9.3,22.46,54,1,
83377,27/04/2010,1200,0,NaN,16.6,NaN,NaN,NaN,NaN,
83377,28/04/2010,0000,NaN,28.8,NaN,9.3,23.14,45,2.333333,
83377,28/04/2010,1200,0,NaN,16.5,NaN,NaN,NaN,NaN,
83377,29/04/2010,0000,NaN,27.8,NaN,8.8,22.6,53.75,2.333333,
83377,29/04/2010,1200,0,NaN,16.7,NaN,NaN,NaN,NaN,
83377,30/04/2010,0000,NaN,28.4,NaN,8.5,21.92,67.25,1,
83377,30/04/2010,1200,0,NaN,16.8,NaN,NaN,NaN,NaN,
83377,01/05/2010,0000,NaN,28.8,NaN,9.1,22.82,61.5,2.333333,
83377,01/05/2010,1200,1.4,NaN,19,NaN,NaN,NaN,NaN,
83377,02/05/2010,0000,NaN,28.2,NaN,8.7,22.42,63.75,1.666667,
83377,02/05/2010,1200,0,NaN,16.7,NaN,NaN,NaN,NaN,
83377,03/05/2010,0000,NaN,26.4,NaN,9.7,21.18,60.5,2,
83377,03/05/2010,1200,0,NaN,17.7,NaN,NaN,NaN,NaN,
83377,04/05/2010,0000,NaN,26.6,NaN,9.6,21.12,57.5,2,
83377,04/05/2010,1200,0,NaN,16.9,NaN,NaN,NaN,NaN,
83377,05/05/2010,0000,NaN,26.8,NaN,6.4,20.24,58.5,0.666667,
83377,05/05/2010,1200,0,NaN,15.4,NaN,NaN,NaN,NaN,
83377,06/05/2010,0000,NaN,28.9,NaN,8.7,22.04,50.5,0.666667,
83377,06/05/2010,1200,0,NaN,14.2,NaN,NaN,NaN,NaN,
83377,07/05/2010,0000,NaN,29.3,NaN,8.6,23,48.75,1,
83377,07/05/2010,1200,0,NaN,16.1,NaN,NaN,NaN,NaN,
83377,08/05/2010,0000,NaN,29,NaN,8.2,22.72,58.5,1.666667,
83377,08/05/2010,1200,0,NaN,16.6,NaN,NaN,NaN,NaN,
83377,09/05/2010,0000,NaN,29.3,NaN,7.3,23,61.5,1,
83377,09/05/2010,1200,0,NaN,17.1,NaN,NaN,NaN,NaN,
83377,10/05/2010,0000,NaN,26.4,NaN,5.6,20.38,77.5,1.666667,
83377,10/05/2010,1200,0,NaN,16.8,NaN,NaN,NaN,NaN,
83377,11/05/2010,0000,NaN,26.3,NaN,4.9,19.92,72.25,1.666667,
83377,11/05/2010,1200,2.9,NaN,16.1,NaN,NaN,NaN,NaN,
83377,12/05/2010,0000,NaN,26.4,NaN,8.4,19.26,59.25,1.666667,
83377,12/05/2010,1200,0,NaN,14.5,NaN,NaN,NaN,NaN,
83377,13/05/2010,0000,NaN,27.8,NaN,9.1,18.98,56,0.333333,
83377,13/05/2010,1200,0,NaN,12.1,NaN,NaN,NaN,NaN,
83377,14/05/2010,0000,NaN,28.8,NaN,9.7,21.7,59,0.333333,
83377,14/05/2010,1200,0,NaN,14.8,NaN,NaN,NaN,NaN,
83377,15/05/2010,0000,NaN,29,NaN,9.2,22.72,61.25,2,
83377,15/05/2010,1200,0,NaN,16.1,NaN,NaN,NaN,NaN,
83377,16/05/2010,0000,NaN,29.2,NaN,9.6,22.1,54,0.666667,
83377,16/05/2010,1200,0,NaN,16.5,NaN,NaN,NaN,NaN,
83377,17/05/2010,0000,NaN,28.8,NaN,9.4,22.42,42.25,3.266667,
83377,17/05/2010,1200,0,NaN,14.9,NaN,NaN,NaN,NaN,
83377,18/05/2010,0000,NaN,28.5,NaN,6.1,21.9,61.25,2,
83377,18/05/2010,1200,0,NaN,16.9,NaN,NaN,NaN,NaN,
83377,19/05/2010,0000,NaN,28.9,NaN,7.7,22.54,61.75,1.666667,
83377,19/05/2010,1200,0,NaN,16.5,NaN,NaN,NaN,NaN,
83377,20/05/2010,0000,NaN,28.4,NaN,6.6,21.78,66.25,0.333333,
83377,20/05/2010,1200,0,NaN,18.9,NaN,NaN,NaN,NaN,
83377,21/05/2010,0000,NaN,28.2,NaN,9.3,20.46,52.75,2.666667,
83377,21/05/2010,1200,0,NaN,13.5,NaN,NaN,NaN,NaN,
83377,22/05/2010,0000,NaN,28.8,NaN,9.4,19.98,56.25,1.666667,
83377,22/05/2010,1200,0,NaN,12.9,NaN,NaN,NaN,NaN,
83377,23/05/2010,0000,NaN,28.8,NaN,9.6,20.8,53.75,1.666667,
83377,23/05/2010,1200,0,NaN,13.6,NaN,NaN,NaN,NaN,
83377,24/05/2010,0000,NaN,29.8,NaN,8.4,22.24,58.5,2,
83377,24/05/2010,1200,0,NaN,15.3,NaN,NaN,NaN,NaN,
83377,25/05/2010,0000,NaN,28.2,NaN,5.8,21.5,77.5,0.333333,
83377,25/05/2010,1200,0,NaN,17.4,NaN,NaN,NaN,NaN,
83377,26/05/2010,0000,NaN,27.6,NaN,8,22.12,62.5,2.333333,
83377,26/05/2010,1200,23,NaN,17.8,NaN,NaN,NaN,NaN,
83377,27/05/2010,0000,NaN,26.2,NaN,9,20.5,57.5,2,
83377,27/05/2010,1200,0.2,NaN,17.7,NaN,NaN,NaN,NaN,
83377,28/05/2010,0000,NaN,25.2,NaN,8.6,19.2,59.25,3,
83377,28/05/2010,1200,0,NaN,13.7,NaN,NaN,NaN,NaN,
83377,29/05/2010,0000,NaN,25,NaN,9.1,19.54,58,1.333333,
83377,29/05/2010,1200,0,NaN,15,NaN,NaN,NaN,NaN,
83377,30/05/2010,0000,NaN,27.4,NaN,8.9,20.06,55,1.333333,
83377,30/05/2010,1200,0,NaN,13.5,NaN,NaN,NaN,NaN,
83377,31/05/2010,0000,NaN,27.4,NaN,7.8,20.68,63,3.333333,
83377,31/05/2010,1200,0,NaN,14.6,NaN,NaN,NaN,NaN,
83377,01/06/2010,0000,NaN,26.2,NaN,7.2,20.22,64.25,1.333333,
83377,01/06/2010,1200,0,NaN,14.4,NaN,NaN,NaN,NaN,
83377,02/06/2010,0000,NaN,27.1,NaN,5.2,20.66,68,1,
83377,02/06/2010,1200,0,NaN,15.8,NaN,NaN,NaN,NaN,
83377,03/06/2010,0000,NaN,25.3,NaN,7.8,19.52,74.5,0.333333,
83377,03/06/2010,1200,0,NaN,16.3,NaN,NaN,NaN,NaN,
83377,04/06/2010,0000,NaN,25.8,NaN,8.8,19.7,62.75,2.666667,
83377,04/06/2010,1200,0,NaN,14.9,NaN,NaN,NaN,NaN,
83377,05/06/2010,0000,NaN,27.2,NaN,6.1,20.02,70.75,2,
83377,05/06/2010,1200,0,NaN,14.2,NaN,NaN,NaN,NaN,
83377,06/06/2010,0000,NaN,22.3,NaN,2.8,17.6,83.25,0,
83377,06/06/2010,1200,0,NaN,15.7,NaN,NaN,NaN,NaN,
83377,07/06/2010,0000,NaN,26.8,NaN,7.9,20.08,57.25,0.333333,
83377,07/06/2010,1200,0,NaN,12.6,NaN,NaN,NaN,NaN,
83377,08/06/2010,0000,NaN,27.6,NaN,8.9,19.9,57.5,1.666667,
83377,08/06/2010,1200,0,NaN,13.6,NaN,NaN,NaN,NaN,
83377,09/06/2010,0000,NaN,26.1,NaN,9.4,20.24,58.25,2.333333,
83377,09/06/2010,1200,0,NaN,14.4,NaN,NaN,NaN,NaN,
83377,10/06/2010,0000,NaN,25.2,NaN,8.4,19.2,56.5,0.333333,
83377,10/06/2010,1200,0,NaN,15.2,NaN,NaN,NaN,NaN,
83377,11/06/2010,0000,NaN,25.9,NaN,8.8,19.5,52.25,2.666667,
83377,11/06/2010,1200,0,NaN,13,NaN,NaN,NaN,NaN,
83377,12/06/2010,0000,NaN,26,NaN,9.3,19.36,57,2.333333,
83377,12/06/2010,1200,0,NaN,13,NaN,NaN,NaN,NaN,
83377,13/06/2010,0000,NaN,24.8,NaN,9.5,18.18,61.25,3,
83377,13/06/2010,1200,0,NaN,13.8,NaN,NaN,NaN,NaN,
83377,14/06/2010,0000,NaN,23.8,NaN,9,17.42,55.25,2.333333,
83377,14/06/2010,1200,0,NaN,12.6,NaN,NaN,NaN,NaN,
83377,15/06/2010,0000,NaN,26.3,NaN,9.2,18,48,0.666667,
83377,15/06/2010,1200,0,NaN,9.4,NaN,NaN,NaN,NaN,
83377,16/06/2010,0000,NaN,26.1,NaN,9,18.8,44,1,
83377,16/06/2010,1200,0,NaN,10.6,NaN,NaN,NaN,NaN,
83377,17/06/2010,0000,NaN,26.8,NaN,9.2,19.44,39.25,2,
83377,17/06/2010,1200,0,NaN,11.2,NaN,NaN,NaN,NaN,
